car,model,base price of car,type,category,sub category,fuel type,multi allowed,description,price,car image,currently selected,image,swatch image,is recommended,option_id,material
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,Black Cross Bars,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0023_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0023_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0023_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,Black Expedition Roof Rack,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0020_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0020_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0020_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,Black Deployable Roof Ladder,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpler0205-110_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpler0205-110_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpler0205-110_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,Gloss Black Exterior Side-Mounted Gear Carrier,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0011-110_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0011-110_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0011-110_gl.jpg?v=4cqa7,yes,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,OCTA Tow Bar Mounted Bike Carrier,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpleoctbik001_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpleoctbik001_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpleoctbik001_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,Integrated Air Compressor,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0704_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0704_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0704_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,Portable Rinse System,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplcs0598_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplcs0598_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplcs0598_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,"Deep-sided Rubber Mats (LHD, 5 seat)",,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0047_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0047_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0047_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,"Deep-sided Rubber Mats (RHD, 5 seat)",,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0046_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0046_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0046_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,Loadspace Protection Rubber Mat (with Bumper Protector),,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0067_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0067_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0067_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,Luxury Carpet Mats LHD,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0556_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0556_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0556_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,Luxury Carpet Mats RHD,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0557_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0557_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0557_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA,$0,accessories,accessories,OCTA Winch Kit,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110wmt01sv_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110wmt01sv_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110wmt01sv_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,engine,engine,P635 Petrol V8 Mild Hybrid,petrol,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,exterior,colors,Narvik Black,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302733/landrover/exterior_colors/Narvik_Black_20260312_080532_811605.png,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302733/landrover/exterior_colors/Narvik_Black_20260312_080532_811605.png,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302733/landrover/exterior_colors/Narvik_Black_20260312_080532_811605.png,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,exterior,roof_color,Body-coloured roof,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302789/landrover/landrover/exterior_colors/exterior_color_roof_Body-colouredroof_20260312_080627_876445.png,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302789/landrover/landrover/exterior_colors/exterior_color_roof_Body-colouredroof_20260312_080627_876445.png,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302756/landrover/landrover/roof_swatches/swatch_roof_Body-colouredroof_20260312_080555_833954.jpg,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,exterior,colour_finish,Gloss finish,,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,exterior,colour_finish,Matte Protective Film,,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,exterior,towing,Electrically deployable tow bar,,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,exterior,glass,Clear glass,,,,$0,,no,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,exterior,glass,Privacy glass,,,,$0,,yes,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,wheels,wheel,"20"" Style 1086, Diamond Turned, Satin Dark Tint wheels with Satin Black contrast",,,,$0,,yes,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,wheels,wheel,"22"" Style 7026, Gloss Black wheels",,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,wheels,wheel,All-Terrain Tyres,,,,$0,,yes,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,wheels,wheel,Advanced All-Terrain Tyres,,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,wheels,brakes,Gloss Black brake calipers,,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,interior,trims,Burnt Sienna/Ebony perforated Semi-Aniline leather and Kvadrat™ seats with Ebony interior,,,,$0,,,,,,,Semi-Aniline leather
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,interior,trims,Ebony Semi-Aniline Leather and Kvadrat™ seats with Ebony Interior,,,,$0,,yes,,,,,Semi-Aniline leather and Kvadrat™
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,interior,cross_car_beam,Cross car beam in Satin Black Powder Coat finish,,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,interior,finishers,Chopped Carbon Fibre finisher,,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,interior,headlining,Ebony suedecloth headlining,,,,$0,,,,,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Black roof rails,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302907/landrover/landrover/options/option_Blackroofrails_20260312_080825_969848.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302907/landrover/landrover/options/option_Blackroofrails_20260312_080825_969848.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302907/landrover/landrover/options/option_Blackroofrails_20260312_080825_969848.jpg,,N-060AW,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Without roof rails,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302911/landrover/landrover/options/option_Withoutroofrails_20260312_080829_580381.jpg,yes,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302911/landrover/landrover/options/option_Withoutroofrails_20260312_080829_580381.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302911/landrover/landrover/options/option_Withoutroofrails_20260312_080829_580381.jpg,,N-060AE,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Loadspace partition net,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302917/landrover/landrover/options/option_Loadspacepartitionnet_20260312_080837_069680.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302917/landrover/landrover/options/option_Loadspacepartitionnet_20260312_080837_069680.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302917/landrover/landrover/options/option_Loadspacepartitionnet_20260312_080837_069680.jpg,,N-026EU,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Wi-Fi Enabled with Data Plan,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302920/landrover/landrover/options/option_Wi-FiEnabledwithDataPlan_20260312_080840_093505.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302920/landrover/landrover/options/option_Wi-FiEnabledwithDataPlan_20260312_080840_093505.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302920/landrover/landrover/options/option_Wi-FiEnabledwithDataPlan_20260312_080840_093505.jpg,,N-025SH,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Secure Tracker Pro (12-month subscription),,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302924/landrover/landrover/options/option_SecureTrackerPro12-monthsubscription_20260312_080843_383631.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302924/landrover/landrover/options/option_SecureTrackerPro12-monthsubscription_20260312_080843_383631.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302924/landrover/landrover/options/option_SecureTrackerPro12-monthsubscription_20260312_080843_383631.jpg,,N-011AM,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Secure Tracker,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302927/landrover/landrover/options/option_SecureTracker_20260312_080847_042550.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302927/landrover/landrover/options/option_SecureTracker_20260312_080847_042550.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302927/landrover/landrover/options/option_SecureTracker_20260312_080847_042550.jpg,,N-011AE,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Secure Tracker Pro,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302930/landrover/landrover/options/option_SecureTrackerPro_20260312_080850_331654.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302930/landrover/landrover/options/option_SecureTrackerPro_20260312_080850_331654.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302930/landrover/landrover/options/option_SecureTrackerPro_20260312_080850_331654.jpg,,N-011AJ,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Intrusion sensor,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302935/landrover/landrover/options/option_Intrusionsensor_20260312_080853_438967.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302935/landrover/landrover/options/option_Intrusionsensor_20260312_080853_438967.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302935/landrover/landrover/options/option_Intrusionsensor_20260312_080853_438967.jpg,,N-076EL,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Locking wheel nuts,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302938/landrover/landrover/options/option_Lockingwheelnuts_20260312_080858_155685.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302938/landrover/landrover/options/option_Lockingwheelnuts_20260312_080858_155685.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302938/landrover/landrover/options/option_Lockingwheelnuts_20260312_080858_155685.jpg,,N-055AC,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Spare wheel lock (5 spoke),,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302942/landrover/landrover/options/option_Sparewheellock5spoke_20260312_080901_122044.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302942/landrover/landrover/options/option_Sparewheellock5spoke_20260312_080901_122044.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302942/landrover/landrover/options/option_Sparewheellock5spoke_20260312_080901_122044.jpg,,N-050AC,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Driver Attention Monitor,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302945/landrover/landrover/options/option_DriverAttentionMonitor_20260312_080905_193138.jpg,no,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302945/landrover/landrover/options/option_DriverAttentionMonitor_20260312_080905_193138.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302945/landrover/landrover/options/option_DriverAttentionMonitor_20260312_080905_193138.jpg,,N-086DP,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,options,options,Driver Condition Monitor,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302948/landrover/landrover/options/option_DriverConditionMonitor_20260312_080908_134138.jpg,yes,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302948/landrover/landrover/options/option_DriverConditionMonitor_20260312_080908_134138.jpg,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773302948/landrover/landrover/options/option_DriverConditionMonitor_20260312_080908_134138.jpg,,N-086DH,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Black Fixed Side Steps,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0513_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0513_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0513_gl.jpg?v=4cqa7,yes,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Deployable Side Steps (Without Towing),,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vkdss4080_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vkdss4080_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vkdss4080_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Carbon Fibre Twin Raised Air Intakes,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0549_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0549_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplep0549_gl.jpg?v=4cqa7,yes,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,OCTA Mudflaps,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110ext06_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110ext06_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110ext06_gl.jpg?v=4cqa7,yes,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Black Cross Bars,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0023_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0023_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0023_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Black Expedition Roof Rack,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0020_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0020_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0020_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Black Deployable Roof Ladder,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpler0205-110_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpler0205-110_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpler0205-110_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Gloss Black Exterior Side-Mounted Gear Carrier,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0011-110_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0011-110_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0011-110_gl.jpg?v=4cqa7,yes,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,OCTA Tow Bar Mounted Bike Carrier,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpleoctbik001_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpleoctbik001_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vpleoctbik001_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Integrated Air Compressor,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0704_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0704_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0704_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Portable Rinse System,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplcs0598_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplcs0598_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplcs0598_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,"Deep-sided Rubber Mats (LHD, 5 seat)",,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0047_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0047_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0047_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,"Deep-sided Rubber Mats (RHD, 5 seat)",,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0046_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0046_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0046_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Loadspace Protection Rubber Mat (with Bumper Protector),,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0067_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0067_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vplle0067_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Luxury Carpet Mats LHD,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0556_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0556_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0556_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,Luxury Carpet Mats RHD,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0557_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0557_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vples0557_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender OCTA - Defender OCTA Black,$0,accessories,accessories,OCTA Winch Kit,,,,$0,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110wmt01sv_gl.jpg?v=4cqa7,,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110wmt01sv_gl.jpg?v=4cqa7,https://assets.config.landrover.com/lr/l663/k26/accessories/acc_l663_k26_vple110wmt01sv_gl.jpg?v=4cqa7,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,engine,engine,D200 Diesel Mild Hybrid,diesel,,,$0,,,,,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,engine,engine,D250 Diesel Mild Hybrid,diesel,,,$0,,,,,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,engine,engine,D350 Diesel Mild Hybrid,diesel,,,$0,,,,,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,engine,engine,P300 Petrol,petrol,,,$0,,,,,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,engine,engine,P400 Petrol Mild Hybrid,petrol,,,$0,,,,,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,engine,engine,P425 Petrol V8,petrol,,,$0,,,,,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,accessory_pack,accessory_pack,Explorer Pack,,,,$0,,,,,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,exterior,colors,Fuji White,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303049/landrover/exterior_colors/Fuji_White_20260312_081048_784507.png,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303049/landrover/exterior_colors/Fuji_White_20260312_081048_784507.png,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303049/landrover/exterior_colors/Fuji_White_20260312_081048_784507.png,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,exterior,colors,Santorini Black,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303067/landrover/exterior_colors/Santorini_Black_20260312_081106_971413.png,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303067/landrover/exterior_colors/Santorini_Black_20260312_081106_971413.png,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303067/landrover/exterior_colors/Santorini_Black_20260312_081106_971413.png,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,exterior,colors,Borasco Grey,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303084/landrover/exterior_colors/Borasco_Grey_20260312_081123_794605.png,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303084/landrover/exterior_colors/Borasco_Grey_20260312_081123_794605.png,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303084/landrover/exterior_colors/Borasco_Grey_20260312_081123_794605.png,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,exterior,colors,Gondwana Stone,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303103/landrover/exterior_colors/Gondwana_Stone_20260312_081142_274648.png,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303103/landrover/exterior_colors/Gondwana_Stone_20260312_081142_274648.png,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303103/landrover/exterior_colors/Gondwana_Stone_20260312_081142_274648.png,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,exterior,colors,Tasman Blue,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303122/landrover/exterior_colors/Tasman_Blue_20260312_081201_167433.png,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303122/landrover/exterior_colors/Tasman_Blue_20260312_081201_167433.png,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303122/landrover/exterior_colors/Tasman_Blue_20260312_081201_167433.png,,,
Defender OCTA,Defender 90 - OCTA Defender S,$0,exterior,colors,Woolstone Green,,,,$0,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303140/landrover/exterior_colors/Woolstone_Green_20260312_081219_473218.png,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303140/landrover/exterior_colors/Woolstone_Green_20260312_081219_473218.png,https://res.cloudinary.com/dsmkxcczo/image/upload/v1773303140/landrover/exterior_colors/Woolstone_Green_20260312_081219_473218.png,,,
