Car,Model,base price of car,Type,Category,Sub Category,Multi Allowed,Description,Image,Price,Swatch Image,Product Image,Currently Selected,Currently Enabled
GTS,GTS,null,Wheel Finish,Wheel Finish,Gloss Black,No,,,0,,,No,
GTS,GTS,null,Wheel Finish,Wheel Finish,Tungsten,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,ANODISED BLACK WITH WHITE PRINTED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,BLACK WITH SILVER MACHINED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,AZORES WITH SILVER MACHINED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,FLUX GREEN WITH SILVER MACHINED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,McLAREN ORANGE WITH SILVER MACHINED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,POLISHED WITH SILVER MACHINED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,RED WITH SILVER MACHINED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,YELLOW WITH SILVER MACHINED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,AZURA BLUE WITH SILVER MACHINED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Brake Caliper Colour,Brake Caliper Colour,SPEEDLINE GOLD WITH SILVER MACHINED McLAREN LOGO,No,,,0,,,No,
GTS,GTS,null,Lightweight Titanium Wheel Bolts,Lightweight Titanium Wheel Bolts,LIGHTWEIGHT TITANIUM WHEEL BOLTS,No,,,0,,,No,No
GTS,GTS,null,Bright Pack,Bright Pack,Bright Pack,No,,,0,,,,No
GTS,GTS,null,Exterior Details Carbon Fibre Pack,Exterior Details Carbon Fibre Pack,Exterior Details Carbon Fibre Pack,No,,,0,,,,No
GTS,GTS,null,Underbody Carbon Fibre Pack,Underbody Carbon Fibre Pack,Underbody Carbon Fibre Pack,No,,,0,,,,No
GTS,GTS,null,Stealth Badge Pack,Stealth Badge Pack,Stealth Badge Pack,No,,,0,,,,No
GTS,GTS,null,Gts Side Badges,Gts Side Badges,NONE,No,,,0,,,No,
GTS,GTS,null,Gts Side Badges,Gts Side Badges,CHROME,No,,,0,,,No,
GTS,GTS,null,Roof,Roof,GLOSS BLACK PAINTED,No,,,0,,,No,
GTS,GTS,null,Roof,Roof,PANORAMIC PRIVACY TINTED GLASS,No,,,0,,,No,
GTS,GTS,null,Roof,Roof,ELECTROCHROMIC PANORAMIC,No,,,0,,,No,
GTS,GTS,null,Privacy Glass,Privacy Glass,Privacy Glass,No,,,0,,,,No
GTS,GTS,null,Exhaust Type,Exhaust Type,STANDARD EXHAUST,No,,,0,,,No,
GTS,GTS,null,Exhaust Type,Exhaust Type,SPORTS EXHAUST,No,,,0,,,No,
GTS,GTS,null,Exhaust Finisher,Exhaust Finisher,Gloss Black,No,,,0,,,No,
GTS,GTS,null,Exhaust Finisher,Exhaust Finisher,Natural Titanium,No,,,0,,,No,
GTS,GTS,null,Interior Theme,Interior Theme,Standard,No,,,0,,,No,
GTS,GTS,null,Interior Theme,Interior Theme,Performance,No,,,0,,,No,
