car,model,type,category,sub category,price,multi allowed,base price of car,description,image,swatch color,is default
2026 Lincoln Navigator,Navigator Reserve (Navigator),Additional Package,Package,Trailer Tow Prep Package,0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve (Navigator),Additional Package,Package,Jet Appearance Package,3500,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Additional Package,Package,Heavy-Duty Trailer Tow Package,750,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Wheels,Exterior,22” Dark Tarnished Aluminum Wheel with Bright-Machined Finish,0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve (Navigator),Wheels,Exterior,24” Bright-Machined Aluminum Wheel with Ebony Painted Pockets,2995,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Wheels,Exterior,"22"" High Gloss Ebony Aluminum Wheel",0,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Exterior Option,Exterior,Wheel Lock Kit with Exposed Lug Nuts,90,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Color,Interior,Black Onyx,0,false,101995,,,"rgba(34, 39, 44, 1)",true
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Color,Interior,Medium Light Space Gray,0,false,101995,,,"rgba(208, 199, 193, 1)",false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Color,Interior,Black Onyx/Hot Chocolate,0,false,101995,,,"rgba(54, 30, 21, 1)",false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Color,Interior,Ebony/Black Onyx,0,false,101995,,,"rgba(27, 27, 29, 1)",false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,Lincoln Co-Pilot360® Drive 2.0,0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,Lincoln Digital Experience,0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,Cargo Area Protector,490,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,Cargo Tailgate Manager,405,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,Premium Carpeted Floor Mats,265,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,All-Weather Floor Mats,225,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,Jump Starter with Carry Case – Late Availability,190,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,All-Weather Cargo Floor Liner,170,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,UVS Sunscreen with Vehicle Logo (Windshield Sunscreen),130,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,Large Cargo Organizer,125,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,All-Weather Floor Liners Third Row,115,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,Roadside Assistance Kit,80,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Interior Option,Interior,First-Aid Kit,60,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Tech Feature,Technology,Lincoln Connectivity Package (4-years included),0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve (Navigator),Tech Feature,Technology,Lincoln Security Package (4-years Included with Activation),0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve (Navigator),Tech Feature,Technology,Lincoln Blue Cruise Hands-Free Highway Driving (4-years Included),0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve (Navigator),Tech Feature,Technology,SiriusXM with 360L (4-year Plan),400,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),Audio System,Technology,Revel® Ultima 3D Audio System with 28-Speakers (Including Subwoofer),0,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),"EXTERIOR - COVERS, DEFLECTORS, AND PROTECTORS",Accessory,"Side Window Deflectors - Low Profile, Smoke by Husky Liners®",109,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Hitch Shackle Kit by Curt,49,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Trailer Hitch Ball Mount - 2 Inch Drop,35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Trailer Hitch Ball Mount - 2 1/4 Inch Rise x 4 Inch Drop x 1 Inch Dia. Hole,35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,"Trailer Hitch Balls - Stainless Steel, 2"" Ball, 1"" Shank",35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,"Trailer Hitch - 2 5/16 Inch Ball, 1 Inch Shank",35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,"Trailer Hitch Balls - Stainless Steel, 1 7/8 Ball, 1 Inch Shank",30,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Locking Hitch Pin by Curt - For 2 Inch Receivers only,25,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Cargo Box, Rack-Mounted, X-Large",849,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Cargo Box, Large, Roof Mounted, Force XT",799,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,Cross Bars by THULE,779,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by THULE - Cargo Basket, Rack-Mounted With Net",599,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Ski/Snowboard Carrier, Rack-Mounted, Flat Top, Carries 6 Pairs of Skis or 4 Snowboards",399,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Bike Carrier, Upright, Rack Mounted, Upright",349,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Rack Mounted Kayak Carrier, Folding",349,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by THULE - Paddleboard Carrier, Rack-Mounted, Stand-up",219,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,Racks and Carriers by THULE - Rack-Mounted Canoe Carrier,219,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),INTERIOR - ASH OR COIN CUP,Accessory,Ash Cup Coin Holder with Lighter Element,75,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),INTERIOR - ASH OR COIN CUP,Accessory,Ash Cup/Coin Holder,35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),INTERIOR - COMFORT AND CONVENIENCE,Accessory,Portable Refrigerator/Freezer by Indel B,759,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve (Navigator),INTERIOR - FLOOR MATS,Accessory,Cargo Floor Mat for Pets by 4Knines,209,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Exterior Color,Paint,Starlight Gray Metallic,750.0,false,101995,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C202A...PHY...89W.RES.BYBCK.LNV.64E.%5D/EXT/1/vehicle.png,"rgba(62, 62, 53, 1)",false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Exterior Color,Paint,Pristine White Metallic Tri-Coat,750.0,false,101995,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C202A...PAZ...89W.RES.BYBCK.LNV.64E.%5D/EXT/1/vehicle.png,"rgba(230, 229, 225, 1)",false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Exterior Color,Paint,Flight Blue Metallic Clearcoat,750.0,false,101995,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C202A...PC8...89W.RES.BYBCK.LNV.64E.%5D/EXT/1/vehicle.png,"rgba(39, 63, 92, 1)",false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Exterior Color,Paint,Gray Mist Metallic Tri-Coat,750.0,false,101995,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C202A...PR7...89W.RES.BYBCK.LNV.64E.%5D/EXT/1/vehicle.png,"rgba(158, 166, 184, 1)",false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Exterior Color,Paint,Crystal White Metallic Clearcoat,750.0,false,101995,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C202A...PA3...89W.RES.BYBCK.LNV.64E.%5D/EXT/1/vehicle.png,"rgba(205, 212, 217, 1)",false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Exterior Color,Paint,Infinite Black Metallic,0,false,101995,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C202A...PUM...89W.RES.BYBCK.LNV.64E.%5D/EXT/1/vehicle.png,"rgba(27, 27, 29, 1)",false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Equipment Collection,Package,Reserve II,0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Additional Package,Package,Trailer Tow Prep Package,0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Additional Package,Package,Jet Appearance Package,3500,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Additional Package,Package,Heavy-Duty Trailer Tow Package,750,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Wheels,Exterior,22” Dark Tarnished Aluminum Wheel with Bright-Machined Finish,0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Wheels,Exterior,24” Bright-Machined Aluminum Wheel with Ebony Painted Pockets,2995,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Wheels,Exterior,"22"" High Gloss Ebony Aluminum Wheel",0,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Exterior Option,Exterior,Wheel Lock Kit with Exposed Lug Nuts,90,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Color,Interior,Black Onyx,0,false,101995,,,"rgba(34, 39, 44, 1)",true
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Color,Interior,Medium Light Space Gray,0,false,101995,,,"rgba(208, 199, 193, 1)",false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Color,Interior,Black Onyx/Hot Chocolate,0,false,101995,,,"rgba(54, 30, 21, 1)",false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Color,Interior,Ebony/Black Onyx,0,false,101995,,,"rgba(27, 27, 29, 1)",false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,Lincoln Co-Pilot360® Drive 2.0,0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,Lincoln Digital Experience,0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,Cargo Area Protector,490,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,Cargo Tailgate Manager,405,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,Premium Carpeted Floor Mats,265,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,All-Weather Floor Mats,225,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,Jump Starter with Carry Case – Late Availability,190,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,All-Weather Cargo Floor Liner,170,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,UVS Sunscreen with Vehicle Logo (Windshield Sunscreen),130,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,Large Cargo Organizer,125,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,All-Weather Floor Liners Third Row,115,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,Roadside Assistance Kit,80,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Interior Option,Interior,First-Aid Kit,60,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Tech Feature,Technology,Lincoln Connectivity Package (4-years included),0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Tech Feature,Technology,Lincoln Security Package (4-years Included with Activation),0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Tech Feature,Technology,Lincoln Blue Cruise Hands-Free Highway Driving (4-years Included),0,false,101995,,,,true
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Tech Feature,Technology,SiriusXM with 360L (4-year Plan),400,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),Audio System,Technology,Revel® Ultima 3D Audio System with 28-Speakers (Including Subwoofer),0,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),"EXTERIOR - COVERS, DEFLECTORS, AND PROTECTORS",Accessory,"Side Window Deflectors - Low Profile, Smoke by Husky Liners®",109,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Hitch Shackle Kit by Curt,49,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Trailer Hitch Ball Mount - 2 Inch Drop,35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Trailer Hitch Ball Mount - 2 1/4 Inch Rise x 4 Inch Drop x 1 Inch Dia. Hole,35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,"Trailer Hitch Balls - Stainless Steel, 2"" Ball, 1"" Shank",35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,"Trailer Hitch - 2 5/16 Inch Ball, 1 Inch Shank",35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,"Trailer Hitch Balls - Stainless Steel, 1 7/8 Ball, 1 Inch Shank",30,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Locking Hitch Pin by Curt - For 2 Inch Receivers only,25,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Cargo Box, Rack-Mounted, X-Large",849,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Cargo Box, Large, Roof Mounted, Force XT",799,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),EXTERIOR - RACKS AND CARRIERS,Accessory,Cross Bars by THULE,779,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by THULE - Cargo Basket, Rack-Mounted With Net",599,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Ski/Snowboard Carrier, Rack-Mounted, Flat Top, Carries 6 Pairs of Skis or 4 Snowboards",399,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Bike Carrier, Upright, Rack Mounted, Upright",349,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Rack Mounted Kayak Carrier, Folding",349,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by THULE - Paddleboard Carrier, Rack-Mounted, Stand-up",219,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),EXTERIOR - RACKS AND CARRIERS,Accessory,Racks and Carriers by THULE - Rack-Mounted Canoe Carrier,219,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),INTERIOR - ASH OR COIN CUP,Accessory,Ash Cup Coin Holder with Lighter Element,75,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),INTERIOR - ASH OR COIN CUP,Accessory,Ash Cup/Coin Holder,35,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),INTERIOR - COMFORT AND CONVENIENCE,Accessory,Portable Refrigerator/Freezer by Indel B,759,false,101995,,,,false
2026 Lincoln Navigator,Navigator Reserve L (Navigator L),INTERIOR - FLOOR MATS,Accessory,Cargo Floor Mat for Pets by 4Knines,209,false,101995,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Exterior Color,Paint,Chroma Caviar Dark Gray Metallic,2000.0,false,119525,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C800A...PXF...89J.BLA.21D.536.NAV.64F.%5D/EXT/1/vehicle.png,"rgba(84, 84, 86, 1)",false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Exterior Color,Paint,Sunrise Copper Metallic Pearlcoat,2000.0,false,119525,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C800A...PLT...89J.BLA.21D.536.NAV.64F.%5D/EXT/1/vehicle.png,"rgba(112, 81, 71, 1)",false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Exterior Color,Paint,Starlight Gray Metallic,750.0,false,119525,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C800A...PHY...89J.BLA.21D.536.NAV.64F.%5D/EXT/1/vehicle.png,"rgba(62, 62, 53, 1)",false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Exterior Color,Paint,Pristine White Metallic Tri-Coat,750.0,false,119525,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C800A...PAZ...89J.BLA.21D.536.NAV.64F.%5D/EXT/1/vehicle.png,"rgba(230, 229, 225, 1)",false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Exterior Color,Paint,Crystal White Metallic Clearcoat,750.0,false,119525,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C800A...PA3...89J.BLA.21D.536.NAV.64F.%5D/EXT/1/vehicle.png,"rgba(205, 212, 217, 1)",false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Exterior Color,Paint,Infinite Black Metallic,0,false,119525,,https://build.ford.com/dig/Lincoln/Navigator/2026/HD-TILE-ACC%5BEXTBCK%5D/Image%5B%7CLincoln%7CNavigator%7C2026%7C1%7C1.%7C800A...PUM...89J.BLA.21D.536.NAV.64F.%5D/EXT/1/vehicle.png,"rgba(27, 27, 29, 1)",false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Equipment Collection,Package,Lincoln Black Label™,0,false,119525,,,,true
2026 Lincoln Navigator,Navigator Black Label (Navigator),Equipment Collection,Package,Lincoln Black Label™ Navigator® with Atmospheric Theme,3495,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Additional Package,Package,Heavy-Duty Trailer Tow Package,0,false,119525,,,,true
2026 Lincoln Navigator,Navigator Black Label (Navigator),Additional Package,Package,Lincoln Black Label™ Special Edition Package,9000,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Additional Package,Package,Lincoln Black Label™ Atmospheric Special Edition,7850,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Wheels,Exterior,22” High-Gloss Ebony Aluminum Wheel with Bright-Machined Finish,0,false,119525,,,,true
2026 Lincoln Navigator,Navigator Black Label (Navigator),Wheels,Exterior,24” Bright-Machined Aluminum Wheel with Ebony Painted Pockets,2995,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Wheels,Exterior,24” High Gloss Ebony Wheel,0,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Wheels,Exterior,24” Radiant Copper Aluminum Wheel with Bright Machined Finish,0,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Wheels,Exterior,"22"" High Gloss Ebony Aluminum Wheel",0,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Exterior Option,Exterior,Wheel Lock Kit with Exposed Lug Nuts,90,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,Lincoln Co-Pilot360® Drive 2.0,0,false,119525,,,,true
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,Lincoln Digital Experience,0,false,119525,,,,true
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,Lincoln Play,2195,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,Cargo Area Protector,490,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,Cargo Tailgate Manager,405,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,All-Weather Floor Liners with Front and Rear Carpet Floor Mats,245,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,Jump Starter with Carry Case – Late Availability,190,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,All-Weather Cargo Floor Liner,170,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,UVS Sunscreen with Vehicle Logo (Windshield Sunscreen),130,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,Large Cargo Organizer,125,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,All-Weather Floor Liners Third Row,115,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,Roadside Assistance Kit,80,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Interior Option,Interior,First-Aid Kit,60,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Tech Feature,Technology,Lincoln Connectivity Package (4-years included),0,false,119525,,,,true
2026 Lincoln Navigator,Navigator Black Label (Navigator),Tech Feature,Technology,Lincoln Security Package (4-years Included with Activation),0,false,119525,,,,true
2026 Lincoln Navigator,Navigator Black Label (Navigator),Tech Feature,Technology,Lincoln Blue Cruise Hands-Free Highway Driving (4-years Included),0,false,119525,,,,true
2026 Lincoln Navigator,Navigator Black Label (Navigator),Tech Feature,Technology,SiriusXM with 360L (4-year Plan),400,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),Audio System,Technology,Revel® Ultima 3D Audio System with 28-Speakers (Including Subwoofer),0,false,119525,,,,true
2026 Lincoln Navigator,Navigator Black Label (Navigator),"EXTERIOR - COVERS, DEFLECTORS, AND PROTECTORS",Accessory,"Side Window Deflectors - Low Profile, Smoke by Husky Liners®",109,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Hitch Shackle Kit by Curt,49,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Trailer Hitch Ball Mount - 2 Inch Drop,35,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Trailer Hitch Ball Mount - 2 1/4 Inch Rise x 4 Inch Drop x 1 Inch Dia. Hole,35,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,"Trailer Hitch Balls - Stainless Steel, 2"" Ball, 1"" Shank",35,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,"Trailer Hitch - 2 5/16 Inch Ball, 1 Inch Shank",35,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,"Trailer Hitch Balls - Stainless Steel, 1 7/8 Ball, 1 Inch Shank",30,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),"EXTERIOR - HITCHES, TOWING AND RECOVERY",Accessory,Locking Hitch Pin by Curt - For 2 Inch Receivers only,25,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Cargo Box, Rack-Mounted, X-Large",849,false,119525,,,,false
2026 Lincoln Navigator,Navigator Black Label (Navigator),EXTERIOR - RACKS AND CARRIERS,Accessory,"Racks and Carriers by Thule - Cargo Box, Large, Roof Mounted, Force XT",799,false,119525,,,,false
