Car,Model,base price of car,Type,Category,Sub Category,Multi Allowed,Description,Image,Price,Display Name,Swatch Image,Currently Selected
Cooper 2 Door,Cooper S 2 Door,32800,Interior,Interior,Vescin Beige,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708800/mini_cooper_cars/cooper_s_2_door/interior/mini_cooper_cars/cooper_s_2_door/interior/interior_1_vescin_beige.png,500,Vescin Beige,,No
Cooper 2 Door,Cooper S 2 Door,32800,Interior,Interior,Vescin/Cord combination JCW Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708812/mini_cooper_cars/cooper_s_2_door/interior/mini_cooper_cars/cooper_s_2_door/interior/interior_2_vescin_cord_combination_jcw_black.png,500,Vescin_Cord combination JCW Black,,No
Cooper 2 Door,Cooper S 2 Door,32800,Interior,Interior,Vescin/cloth combination Grey/Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708828/mini_cooper_cars/cooper_s_2_door/interior/mini_cooper_cars/cooper_s_2_door/interior/interior_3_vescin_cloth_combination_grey_blue.png,500,Vescin_cloth combination Grey_Blue,,No
Cooper 2 Door,Cooper S 2 Door,32800,Interior,Interior,Vescin Nightshade Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708842/mini_cooper_cars/cooper_s_2_door/interior/mini_cooper_cars/cooper_s_2_door/interior/interior_4_vescin_nightshade_blue.png,500,Vescin Nightshade Blue,,No
Cooper 2 Door,JCW 2 Door,38900,Trim & Style,Trim & Style,Signature Trim - none,No,none,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767714498/Screenshot_2026-01-06_214804_ph31v8.png,0,Signature Trim - none,,No
Cooper 2 Door,JCW 2 Door,38900,Trim & Style,Trim & Style,Signature Plus Trim - none,No,none,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767714498/Screenshot_2026-01-06_214804_ph31v8.png,2400,Signature Plus Trim - none,,No
Cooper 2 Door,JCW 2 Door,38900,Trim & Style,Trim & Style,Iconic Trim - none,No,none,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767714498/Screenshot_2026-01-06_214804_ph31v8.png,4400,Iconic Trim - none,,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Chili Red II,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708895/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_0_chili_red_ii.png,0,Chili Red II,https://assets.autointel.ai/wQz2AXc7/pBdVlqyaBWtgBq6vAekLZw,Yes
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Sunny Side Yellow,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708906/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_1_sunny_side_yellow.png,650,Sunny Side Yellow,https://assets.autointel.ai/wQz2AXc7/OayKymJEnLH781kuuN-MEw,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Legend Grey Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708917/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_2_legend_grey_metallic.png,650,Legend Grey Metallic,https://assets.autointel.ai/wQz2AXc7/f-1xCs4DGYmA1tlfYgjGkg,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Ocean Wave Green Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708929/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_3_ocean_wave_green_metallic.png,650,Ocean Wave Green Metallic,https://assets.autointel.ai/wQz2AXc7/keGMrB55g30LlxKAaGAj1w,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Blazing Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708940/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_4_blazing_blue_metallic.png,650,Blazing Blue Metallic,https://assets.autointel.ai/wQz2AXc7/27wIdJiPq7ACbG5f_fV0Kg,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Icy Sunshine Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708951/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_5_icy_sunshine_blue_metallic.png,650,Icy Sunshine Blue Metallic,https://assets.autointel.ai/wQz2AXc7/m6pC37eIjJpj00qvZzCPUw,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Indigo Sunset Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708962/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_6_indigo_sunset_blue_metallic.png,650,Indigo Sunset Blue Metallic,https://assets.autointel.ai/wQz2AXc7/8Bfjso5U0xko2ke6_WervQ,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Nanuq White Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708973/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_7_nanuq_white_metallic.png,650,Nanuq White Metallic,https://assets.autointel.ai/wQz2AXc7/sfVwLdvyoLNE8TJeaT3pLA,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Melting Silver III Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708985/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_8_melting_silver_iii_metallic.png,650,Melting Silver III Metallic,https://assets.autointel.ai/wQz2AXc7/GY1SOOQ-Z23fnbMQ5tvHrg,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,Midnight Black II Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767708998/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_9_midnight_black_ii_metallic.png,650,Midnight Black II Metallic,https://assets.autointel.ai/wQz2AXc7/oWA4lROJM9RLsRBRG4HpLA,No
Cooper 2 Door,JCW 2 Door,38900,Color,Exterior Color,British Racing Green IV Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709009/mini_cooper_cars/jcw_2_door/exterior_colors/mini_cooper_cars/jcw_2_door/exterior_colors/exterior_colors_10_british_racing_green_iv_metallic.png,650,British Racing Green IV Metallic,https://assets.autointel.ai/wQz2AXc7/v8UG7ZyfYJbx5XCBhiiKEA,No
Cooper 2 Door,JCW 2 Door,38900,Roof & Mirror,Roof and Mirror Caps,Chili Red Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709020/mini_cooper_cars/jcw_2_door/roof_mirror_caps/mini_cooper_cars/jcw_2_door/roof_mirror_caps/roof_mirror_caps_0_chili_red_roof_and_mirror_caps.png,0,Chili Red Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/q8xsY3Bsk-dixXUQMqOLkg,No
Cooper 2 Door,JCW 2 Door,38900,Roof & Mirror,Roof and Mirror Caps,Black Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709031/mini_cooper_cars/jcw_2_door/roof_mirror_caps/mini_cooper_cars/jcw_2_door/roof_mirror_caps/roof_mirror_caps_1_black_roof_and_mirror_caps.png,0,Black Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/UJKyeAcxZ6mzwRMto7f_Kg,Yes
Cooper 2 Door,JCW 2 Door,38900,Wheels,Wheels,"17"" John Cooper Works Sprint Spoke Blackwith All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709042/mini_cooper_cars/jcw_2_door/wheels/mini_cooper_cars/jcw_2_door/wheels/wheels_0_17__john_cooper_works_sprint_spoke_blackwith_all-season_tires.png,0,17_ John Cooper Works Sprint Spoke Blackwith All-Season Tires,,Yes
Cooper 2 Door,JCW 2 Door,38900,Wheels,Wheels,"17"" John Cooper Works Sprint Spoke Blackwith Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709053/mini_cooper_cars/jcw_2_door/wheels/mini_cooper_cars/jcw_2_door/wheels/wheels_1_17__john_cooper_works_sprint_spoke_blackwith_summer_runflat_tires.png,0,17_ John Cooper Works Sprint Spoke Blackwith Summer Runflat Tires,,No
Cooper 2 Door,JCW 2 Door,38900,Wheels,Wheels,"18"" John Cooper Works Lap Spoke 2-Tone with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709063/mini_cooper_cars/jcw_2_door/wheels/mini_cooper_cars/jcw_2_door/wheels/wheels_2_18__john_cooper_works_lap_spoke_2-tone_with_summer_tires.png,750,18_ John Cooper Works Lap Spoke 2-Tone with Summer Tires,,No
Cooper 2 Door,JCW 2 Door,38900,Wheels,Wheels,"18"" John Cooper Works Lap Spoke 2-Tone with Sport Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709074/mini_cooper_cars/jcw_2_door/wheels/mini_cooper_cars/jcw_2_door/wheels/wheels_3_18__john_cooper_works_lap_spoke_2-tone_with_sport_tires.png,750,18_ John Cooper Works Lap Spoke 2-Tone with Sport Tires,,No
Cooper 2 Door,JCW 2 Door,38900,Interior,Interior,Vescin/Cord combination JCW Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709087/mini_cooper_cars/jcw_2_door/interior/mini_cooper_cars/jcw_2_door/interior/interior_0_vescin_cord_combination_jcw_black.png,500,Vescin_Cord combination JCW Black,,Yes
Cooper 4 Door,Cooper C 4 Door,32900,Trim & Style,Trim & Style,Signature Plus Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767714947/Screenshot_2026-01-06_215535_as6ors.png,2400,Signature Plus Trim - Classic Style,,No
Cooper 4 Door,Cooper C 4 Door,32900,Trim & Style,Trim & Style,Signature Plus Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767714973/Screenshot_2026-01-06_215607_qjwroz.png,2400,Signature Plus Trim - Favoured Style,,No
Cooper 4 Door,Cooper C 4 Door,32900,Trim & Style,Trim & Style,Iconic Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767715221/Screenshot_2026-01-06_220015_rpr8zq.png,4100,Iconic Trim - Classic Style,,No
Cooper 4 Door,Cooper C 4 Door,32900,Trim & Style,Trim & Style,Iconic Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767715251/Screenshot_2026-01-06_220043_s19h0n.png,4100,Iconic Trim - Favoured Style,,No
Cooper 4 Door,Cooper C 4 Door,32900,Color,Exterior Color,Chili Red II,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709121/mini_cooper_cars/cooper_c_4_door/exterior_colors/mini_cooper_cars/cooper_c_4_door/exterior_colors/exterior_colors_0_chili_red_ii.png,0,Chili Red II,https://assets.autointel.ai/wQz2AXc7/pBdVlqyaBWtgBq6vAekLZw,Yes
Cooper 4 Door,Cooper C 4 Door,32900,Color,Exterior Color,Icy Sunshine Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709133/mini_cooper_cars/cooper_c_4_door/exterior_colors/mini_cooper_cars/cooper_c_4_door/exterior_colors/exterior_colors_1_icy_sunshine_blue_metallic.png,650,Icy Sunshine Blue Metallic,https://assets.autointel.ai/wQz2AXc7/m6pC37eIjJpj00qvZzCPUw,No
Cooper 4 Door,Cooper C 4 Door,32900,Color,Exterior Color,Nanuq White Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709144/mini_cooper_cars/cooper_c_4_door/exterior_colors/mini_cooper_cars/cooper_c_4_door/exterior_colors/exterior_colors_2_nanuq_white_metallic.png,650,Nanuq White Metallic,https://assets.autointel.ai/wQz2AXc7/sfVwLdvyoLNE8TJeaT3pLA,No
Cooper 4 Door,Cooper C 4 Door,32900,Color,Exterior Color,Melting Silver III Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709155/mini_cooper_cars/cooper_c_4_door/exterior_colors/mini_cooper_cars/cooper_c_4_door/exterior_colors/exterior_colors_3_melting_silver_iii_metallic.png,650,Melting Silver III Metallic,https://assets.autointel.ai/wQz2AXc7/GY1SOOQ-Z23fnbMQ5tvHrg,No
Cooper 4 Door,Cooper C 4 Door,32900,Color,Exterior Color,Midnight Black II Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709165/mini_cooper_cars/cooper_c_4_door/exterior_colors/mini_cooper_cars/cooper_c_4_door/exterior_colors/exterior_colors_4_midnight_black_ii_metallic.png,650,Midnight Black II Metallic,https://assets.autointel.ai/wQz2AXc7/oWA4lROJM9RLsRBRG4HpLA,No
Cooper 4 Door,Cooper C 4 Door,32900,Color,Exterior Color,British Racing Green IV Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709176/mini_cooper_cars/cooper_c_4_door/exterior_colors/mini_cooper_cars/cooper_c_4_door/exterior_colors/exterior_colors_5_british_racing_green_iv_metallic.png,650,British Racing Green IV Metallic,https://assets.autointel.ai/wQz2AXc7/v8UG7ZyfYJbx5XCBhiiKEA,No
Cooper 4 Door,Cooper C 4 Door,32900,Roof & Mirror,Roof and Mirror Caps,Roof in body color,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709187/mini_cooper_cars/cooper_c_4_door/roof_mirror_caps/mini_cooper_cars/cooper_c_4_door/roof_mirror_caps/roof_mirror_caps_0_roof_in_body_color.png,0,Roof in body color,,No
Cooper 4 Door,Cooper C 4 Door,32900,Roof & Mirror,Roof and Mirror Caps,White Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709199/mini_cooper_cars/cooper_c_4_door/roof_mirror_caps/mini_cooper_cars/cooper_c_4_door/roof_mirror_caps/roof_mirror_caps_1_white_roof_and_mirror_caps.png,0,White Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/V4CWEG9aBd7e82Y2b1gX3A,No
Cooper 4 Door,Cooper C 4 Door,32900,Roof & Mirror,Roof and Mirror Caps,Black Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709210/mini_cooper_cars/cooper_c_4_door/roof_mirror_caps/mini_cooper_cars/cooper_c_4_door/roof_mirror_caps/roof_mirror_caps_2_black_roof_and_mirror_caps.png,0,Black Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/UJKyeAcxZ6mzwRMto7f_Kg,Yes
Cooper 4 Door,Cooper C 4 Door,32900,Wheels,Wheels,"17"" Parallel Spoke 2-Tone with All Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709221/mini_cooper_cars/cooper_c_4_door/wheels/mini_cooper_cars/cooper_c_4_door/wheels/wheels_0_17__parallel_spoke_2-tone_with_all_season_tires.png,0,17_ Parallel Spoke 2-Tone with All Season Tires,,Yes
Cooper 4 Door,Cooper C 4 Door,32900,Wheels,Wheels,"17"" U-Spoke Grey with All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709236/mini_cooper_cars/cooper_c_4_door/wheels/mini_cooper_cars/cooper_c_4_door/wheels/wheels_1_17__u-spoke_grey_with_all-season_tires.png,0,17_ U-Spoke Grey with All-Season Tires,,No
Cooper 4 Door,Cooper C 4 Door,32900,Wheels,Wheels,"17"" U-Spoke Vibrant Silver with All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709256/mini_cooper_cars/cooper_c_4_door/wheels/mini_cooper_cars/cooper_c_4_door/wheels/wheels_2_17__u-spoke_vibrant_silver_with_all-season_tires.png,0,17_ U-Spoke Vibrant Silver with All-Season Tires,,No
Cooper 4 Door,Cooper C 4 Door,32900,Wheels,Wheels,"17"" Parallel Spoke 2-Tone with Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709267/mini_cooper_cars/cooper_c_4_door/wheels/mini_cooper_cars/cooper_c_4_door/wheels/wheels_3_17__parallel_spoke_2-tone_with_summer_runflat_tires.png,0,17_ Parallel Spoke 2-Tone with Summer Runflat Tires,,No
Cooper 4 Door,Cooper C 4 Door,32900,Wheels,Wheels,"17"" U-Spoke Grey with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709278/mini_cooper_cars/cooper_c_4_door/wheels/mini_cooper_cars/cooper_c_4_door/wheels/wheels_4_17__u-spoke_grey_with_summer_tires.png,0,17_ U-Spoke Grey with Summer Tires,,No
Cooper 4 Door,Cooper C 4 Door,32900,Wheels,Wheels,"17"" U-Spoke Vibrant Silver with Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709289/mini_cooper_cars/cooper_c_4_door/wheels/mini_cooper_cars/cooper_c_4_door/wheels/wheels_5_17__u-spoke_vibrant_silver_with_summer_runflat_tires.png,0,17_ U-Spoke Vibrant Silver with Summer Runflat Tires,,No
Cooper 4 Door,Cooper C 4 Door,32900,Wheels,Wheels,"18"" Night Flash Spoke 2-Tone with SummerTires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709301/mini_cooper_cars/cooper_c_4_door/wheels/mini_cooper_cars/cooper_c_4_door/wheels/wheels_6_18__night_flash_spoke_2-tone_with_summertires.png,0,18_ Night Flash Spoke 2-Tone with SummerTires,,No
Cooper 4 Door,Cooper C 4 Door,32900,Wheels,Wheels,"18"" Slide Spoke 2-Tone with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709312/mini_cooper_cars/cooper_c_4_door/wheels/mini_cooper_cars/cooper_c_4_door/wheels/wheels_7_18__slide_spoke_2-tone_with_summer_tires.png,0,18_ Slide Spoke 2-Tone with Summer Tires,,No
Cooper 4 Door,Cooper C 4 Door,32900,Interior,Interior,Vescin/cloth combination Grey/Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709325/mini_cooper_cars/cooper_c_4_door/interior/mini_cooper_cars/cooper_c_4_door/interior/interior_0_vescin_cloth_combination_grey_blue.png,500,Vescin_cloth combination Grey_Blue,,No
Cooper 4 Door,Cooper C 4 Door,32900,Interior,Interior,Vescin/cloth combination  Black/Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709336/mini_cooper_cars/cooper_c_4_door/interior/mini_cooper_cars/cooper_c_4_door/interior/interior_1_vescin_cloth_combination__black_blue.png,500,Vescin_cloth combination  Black_Blue,,Yes
Cooper 4 Door,Cooper C 4 Door,32900,Interior,Interior,Vescin Beige,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709349/mini_cooper_cars/cooper_c_4_door/interior/mini_cooper_cars/cooper_c_4_door/interior/interior_2_vescin_beige.png,500,Vescin Beige,,No
Cooper 4 Door,Cooper C 4 Door,32900,Interior,Interior,Vescin Nightshade Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709359/mini_cooper_cars/cooper_c_4_door/interior/mini_cooper_cars/cooper_c_4_door/interior/interior_3_vescin_nightshade_blue.png,500,Vescin Nightshade Blue,,No
Cooper 4 Door,Cooper S 4 Door,33800,Trim & Style,Trim & Style,Signature Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767715286/Screenshot_2026-01-06_220115_reot9a.png,0,Signature Trim - Classic Style,,No
Cooper 4 Door,Cooper S 4 Door,33800,Trim & Style,Trim & Style,Signature Plus Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767715353/Screenshot_2026-01-06_220225_jf7p4o.png,2400,Signature Plus Trim - Classic Style,,No
Cooper 4 Door,Cooper S 4 Door,33800,Trim & Style,Trim & Style,Signature Plus Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767715386/Screenshot_2026-01-06_220255_ataeup.png,2400,Signature Plus Trim - Favoured Style,,No
Cooper 4 Door,Cooper S 4 Door,33800,Trim & Style,Trim & Style,Iconic Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767715420/Screenshot_2026-01-06_220335_c2hjlg.png,4100,Iconic Trim - Classic Style,,No
Cooper 4 Door,Cooper S 4 Door,33800,Trim & Style,Trim & Style,Iconic Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767715457/Screenshot_2026-01-06_220408_jmwa1b.png,4100,Iconic Trim - Favoured Style,,No
Cooper 4 Door,Cooper S 4 Door,33800,Trim & Style,Trim & Style,Iconic Trim - John Cooper Works Style,No,John Cooper Works Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767715488/Screenshot_2026-01-06_220441_uxb78k.png,5300,Iconic Trim - John Cooper Works Style,,No
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,Chili Red II,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709389/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_0_chili_red_ii.png,0,Chili Red II,https://assets.autointel.ai/wQz2AXc7/pBdVlqyaBWtgBq6vAekLZw,Yes
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,Sunny Side Yellow,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709399/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_1_sunny_side_yellow.png,650,Sunny Side Yellow,https://assets.autointel.ai/wQz2AXc7/OayKymJEnLH781kuuN-MEw,No
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,Ocean Wave Green Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709410/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_2_ocean_wave_green_metallic.png,650,Ocean Wave Green Metallic,https://assets.autointel.ai/wQz2AXc7/keGMrB55g30LlxKAaGAj1w,No
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,Blazing Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709421/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_3_blazing_blue_metallic.png,650,Blazing Blue Metallic,https://assets.autointel.ai/wQz2AXc7/27wIdJiPq7ACbG5f_fV0Kg,No
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,Icy Sunshine Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709432/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_4_icy_sunshine_blue_metallic.png,650,Icy Sunshine Blue Metallic,https://assets.autointel.ai/wQz2AXc7/m6pC37eIjJpj00qvZzCPUw,No
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,Indigo Sunset Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709442/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_5_indigo_sunset_blue_metallic.png,650,Indigo Sunset Blue Metallic,https://assets.autointel.ai/wQz2AXc7/8Bfjso5U0xko2ke6_WervQ,No
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,Nanuq White Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709453/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_6_nanuq_white_metallic.png,650,Nanuq White Metallic,https://assets.autointel.ai/wQz2AXc7/sfVwLdvyoLNE8TJeaT3pLA,No
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,Melting Silver III Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709464/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_7_melting_silver_iii_metallic.png,650,Melting Silver III Metallic,https://assets.autointel.ai/wQz2AXc7/GY1SOOQ-Z23fnbMQ5tvHrg,No
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,Midnight Black II Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709474/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_8_midnight_black_ii_metallic.png,650,Midnight Black II Metallic,https://assets.autointel.ai/wQz2AXc7/oWA4lROJM9RLsRBRG4HpLA,No
Cooper 4 Door,Cooper S 4 Door,33800,Color,Exterior Color,British Racing Green IV Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709485/mini_cooper_cars/cooper_s_4_door/exterior_colors/mini_cooper_cars/cooper_s_4_door/exterior_colors/exterior_colors_9_british_racing_green_iv_metallic.png,650,British Racing Green IV Metallic,https://assets.autointel.ai/wQz2AXc7/v8UG7ZyfYJbx5XCBhiiKEA,No
Cooper 4 Door,Cooper S 4 Door,33800,Roof & Mirror,Roof and Mirror Caps,Roof in body color,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709496/mini_cooper_cars/cooper_s_4_door/roof_mirror_caps/mini_cooper_cars/cooper_s_4_door/roof_mirror_caps/roof_mirror_caps_0_roof_in_body_color.png,0,Roof in body color,,Yes
Cooper 4 Door,Cooper S 4 Door,33800,Roof & Mirror,Roof and Mirror Caps,White Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709507/mini_cooper_cars/cooper_s_4_door/roof_mirror_caps/mini_cooper_cars/cooper_s_4_door/roof_mirror_caps/roof_mirror_caps_1_white_roof_and_mirror_caps.png,0,White Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/V4CWEG9aBd7e82Y2b1gX3A,No
Cooper 4 Door,Cooper S 4 Door,33800,Roof & Mirror,Roof and Mirror Caps,Black Roof and Mirror Caps,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709518/mini_cooper_cars/cooper_s_4_door/roof_mirror_caps/mini_cooper_cars/cooper_s_4_door/roof_mirror_caps/roof_mirror_caps_2_black_roof_and_mirror_caps.png,0,Black Roof and Mirror Caps,https://assets.autointel.ai/wQz2AXc7/UJKyeAcxZ6mzwRMto7f_Kg,No
Cooper 4 Door,Cooper S 4 Door,33800,Roof & Mirror,Roof and Mirror Caps,Multitone Blue Roof,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709531/mini_cooper_cars/cooper_s_4_door/roof_mirror_caps/mini_cooper_cars/cooper_s_4_door/roof_mirror_caps/roof_mirror_caps_3_multitone_blue_roof.png,600,Multitone Blue Roof,https://assets.autointel.ai/wQz2AXc7/FqebOAwpB4DMjc4KSav5FQ,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"17"" John Cooper Works Sprint Spoke Blackwith All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709544/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_0_17__john_cooper_works_sprint_spoke_blackwith_all-season_tires.png,0,17_ John Cooper Works Sprint Spoke Blackwith All-Season Tires,,No
