Car,Model,base price of car,Type,Category,Sub Category,Multi Allowed,Description,Image,Price,Display Name,Swatch Image,Currently Selected
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"17"" Parallel Spoke 2-Tone with All Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709558/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_1_17__parallel_spoke_2-tone_with_all_season_tires.png,0,17_ Parallel Spoke 2-Tone with All Season Tires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"17"" U-Spoke Grey with All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709569/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_2_17__u-spoke_grey_with_all-season_tires.png,0,17_ U-Spoke Grey with All-Season Tires,,Yes
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"17"" U-Spoke Vibrant Silver with All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709580/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_3_17__u-spoke_vibrant_silver_with_all-season_tires.png,0,17_ U-Spoke Vibrant Silver with All-Season Tires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"17"" John Cooper Works Sprint Spoke Blackwith Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709592/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_4_17__john_cooper_works_sprint_spoke_blackwith_summer_runflat_tires.png,0,17_ John Cooper Works Sprint Spoke Blackwith Summer Runflat Tires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"17"" Parallel Spoke 2-Tone with Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709604/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_5_17__parallel_spoke_2-tone_with_summer_runflat_tires.png,0,17_ Parallel Spoke 2-Tone with Summer Runflat Tires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"17"" U-Spoke Grey with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709615/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_6_17__u-spoke_grey_with_summer_tires.png,0,17_ U-Spoke Grey with Summer Tires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"17"" U-Spoke Vibrant Silver with Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709626/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_7_17__u-spoke_vibrant_silver_with_summer_runflat_tires.png,0,17_ U-Spoke Vibrant Silver with Summer Runflat Tires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"18"" John Cooper Works Lap Spoke 2-Tone with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709640/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_8_18__john_cooper_works_lap_spoke_2-tone_with_summer_tires.png,0,18_ John Cooper Works Lap Spoke 2-Tone with Summer Tires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"18"" Night Flash Spoke 2-Tone with SummerTires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709661/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_9_18__night_flash_spoke_2-tone_with_summertires.png,0,18_ Night Flash Spoke 2-Tone with SummerTires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"18"" Slide Spoke 2-Tone with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709686/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_10_18__slide_spoke_2-tone_with_summer_tires.png,0,18_ Slide Spoke 2-Tone with Summer Tires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Wheels,Wheels,"18"" John Cooper Works Lap Spoke 2-Tone with Sport Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709698/mini_cooper_cars/cooper_s_4_door/wheels/mini_cooper_cars/cooper_s_4_door/wheels/wheels_11_18__john_cooper_works_lap_spoke_2-tone_with_sport_tires.png,0,18_ John Cooper Works Lap Spoke 2-Tone with Sport Tires,,No
Cooper 4 Door,Cooper S 4 Door,33800,Interior,Interior,Vescin/cloth combination Grey/Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709710/mini_cooper_cars/cooper_s_4_door/interior/mini_cooper_cars/cooper_s_4_door/interior/interior_0_vescin_cloth_combination_grey_blue.png,500,Vescin_cloth combination Grey_Blue,,No
Cooper 4 Door,Cooper S 4 Door,33800,Interior,Interior,Vescin/cloth combination  Black/Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709721/mini_cooper_cars/cooper_s_4_door/interior/mini_cooper_cars/cooper_s_4_door/interior/interior_1_vescin_cloth_combination__black_blue.png,500,Vescin_cloth combination  Black_Blue,,Yes
Cooper 4 Door,Cooper S 4 Door,33800,Interior,Interior,Vescin Beige,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709733/mini_cooper_cars/cooper_s_4_door/interior/mini_cooper_cars/cooper_s_4_door/interior/interior_2_vescin_beige.png,500,Vescin Beige,,No
Cooper 4 Door,Cooper S 4 Door,33800,Interior,Interior,Vescin Nightshade Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709744/mini_cooper_cars/cooper_s_4_door/interior/mini_cooper_cars/cooper_s_4_door/interior/interior_3_vescin_nightshade_blue.png,500,Vescin Nightshade Blue,,No
Cooper 4 Door,Cooper S 4 Door,33800,Interior,Interior,Vescin/Cord combination JCW Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709757/mini_cooper_cars/cooper_s_4_door/interior/mini_cooper_cars/cooper_s_4_door/interior/interior_4_vescin_cord_combination_jcw_black.png,500,Vescin_Cord combination JCW Black,,No
Cooper Convertible,Cooper C Convertible,34600,Trim & Style,Trim & Style,Signature Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716419/Screenshot_2026-01-06_222008_tm0qp9.png,0,Signature Trim - Classic Style,,No
Cooper Convertible,Cooper C Convertible,34600,Trim & Style,Trim & Style,Signature Plus Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716419/Screenshot_2026-01-06_222008_tm0qp9.png,2400,Signature Plus Trim - Classic Style,,No
Cooper Convertible,Cooper C Convertible,34600,Trim & Style,Trim & Style,Signature Plus Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716492/Screenshot_2026-01-06_222126_qkzgdv.png,2400,Signature Plus Trim - Favoured Style,,No
Cooper Convertible,Cooper C Convertible,34600,Trim & Style,Trim & Style,Iconic Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716419/Screenshot_2026-01-06_222008_tm0qp9.png,4100,Iconic Trim - Classic Style,,No
Cooper Convertible,Cooper C Convertible,34600,Trim & Style,Trim & Style,Iconic Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716492/Screenshot_2026-01-06_222126_qkzgdv.png,4100,Iconic Trim - Favoured Style,,No
Cooper Convertible,Cooper C Convertible,34600,Color,Exterior Color,Chili Red II,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709791/mini_cooper_cars/cooper_c_convertible/exterior_colors/mini_cooper_cars/cooper_c_convertible/exterior_colors/exterior_colors_0_chili_red_ii.png,0,Chili Red II,https://assets.autointel.ai/wQz2AXc7/pBdVlqyaBWtgBq6vAekLZw,Yes
Cooper Convertible,Cooper C Convertible,34600,Color,Exterior Color,Icy Sunshine Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709803/mini_cooper_cars/cooper_c_convertible/exterior_colors/mini_cooper_cars/cooper_c_convertible/exterior_colors/exterior_colors_1_icy_sunshine_blue_metallic.png,650,Icy Sunshine Blue Metallic,https://assets.autointel.ai/wQz2AXc7/m6pC37eIjJpj00qvZzCPUw,No
Cooper Convertible,Cooper C Convertible,34600,Color,Exterior Color,Nanuq White Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709814/mini_cooper_cars/cooper_c_convertible/exterior_colors/mini_cooper_cars/cooper_c_convertible/exterior_colors/exterior_colors_2_nanuq_white_metallic.png,650,Nanuq White Metallic,https://assets.autointel.ai/wQz2AXc7/sfVwLdvyoLNE8TJeaT3pLA,No
Cooper Convertible,Cooper C Convertible,34600,Color,Exterior Color,Melting Silver III Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709825/mini_cooper_cars/cooper_c_convertible/exterior_colors/mini_cooper_cars/cooper_c_convertible/exterior_colors/exterior_colors_3_melting_silver_iii_metallic.png,650,Melting Silver III Metallic,https://assets.autointel.ai/wQz2AXc7/GY1SOOQ-Z23fnbMQ5tvHrg,No
Cooper Convertible,Cooper C Convertible,34600,Color,Exterior Color,Midnight Black II Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709836/mini_cooper_cars/cooper_c_convertible/exterior_colors/mini_cooper_cars/cooper_c_convertible/exterior_colors/exterior_colors_4_midnight_black_ii_metallic.png,650,Midnight Black II Metallic,https://assets.autointel.ai/wQz2AXc7/oWA4lROJM9RLsRBRG4HpLA,No
Cooper Convertible,Cooper C Convertible,34600,Color,Exterior Color,British Racing Green IV Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709846/mini_cooper_cars/cooper_c_convertible/exterior_colors/mini_cooper_cars/cooper_c_convertible/exterior_colors/exterior_colors_5_british_racing_green_iv_metallic.png,650,British Racing Green IV Metallic,https://assets.autointel.ai/wQz2AXc7/v8UG7ZyfYJbx5XCBhiiKEA,No
Cooper Convertible,Cooper C Convertible,34600,Roof & Mirror,Roof and Mirror Caps,Mirror Caps in Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709857/mini_cooper_cars/cooper_c_convertible/roof_mirror_caps/mini_cooper_cars/cooper_c_convertible/roof_mirror_caps/roof_mirror_caps_0_mirror_caps_in_black.png,0,Mirror Caps in Black,,Yes
Cooper Convertible,Cooper C Convertible,34600,Roof & Mirror,Roof and Mirror Caps,Mirror Caps in White,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709868/mini_cooper_cars/cooper_c_convertible/roof_mirror_caps/mini_cooper_cars/cooper_c_convertible/roof_mirror_caps/roof_mirror_caps_1_mirror_caps_in_white.png,0,Mirror Caps in White,,No
Cooper Convertible,Cooper C Convertible,34600,Wheels,Wheels,"17"" Parallel Spoke 2-Tone with All Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709878/mini_cooper_cars/cooper_c_convertible/wheels/mini_cooper_cars/cooper_c_convertible/wheels/wheels_0_17__parallel_spoke_2-tone_with_all_season_tires.png,0,17_ Parallel Spoke 2-Tone with All Season Tires,,No
Cooper Convertible,Cooper C Convertible,34600,Wheels,Wheels,"17"" U-Spoke Grey with All-Season Tires",No,,,0,17_ U-Spoke Grey with All-Season Tires,,Yes
Cooper Convertible,Cooper C Convertible,34600,Wheels,Wheels,"17"" U-Spoke Vibrant Silver with All-Season Tires",No,,,0,17_ U-Spoke Vibrant Silver with All-Season Tires,,No
Cooper Convertible,Cooper C Convertible,34600,Wheels,Wheels,"17"" Parallel Spoke 2-Tone with Summer Runflat Tires",No,,,0,17_ Parallel Spoke 2-Tone with Summer Runflat Tires,,No
Cooper Convertible,Cooper C Convertible,34600,Wheels,Wheels,"17"" U-Spoke Grey with Summer Tires",No,,,0,17_ U-Spoke Grey with Summer Tires,,No
Cooper Convertible,Cooper C Convertible,34600,Wheels,Wheels,"17"" U-Spoke Vibrant Silver with Summer Runflat Tires",No,,,0,17_ U-Spoke Vibrant Silver with Summer Runflat Tires,,No
Cooper Convertible,Cooper C Convertible,34600,Wheels,Wheels,"18"" Night Flash Spoke 2-Tone with SummerTires",No,,,0,18_ Night Flash Spoke 2-Tone with SummerTires,,No
Cooper Convertible,Cooper C Convertible,34600,Wheels,Wheels,"18"" Slide Spoke 2-Tone with Summer Tires",No,,,0,18_ Slide Spoke 2-Tone with Summer Tires,,No
Cooper Convertible,Cooper C Convertible,34600,Interior,Interior,Vescin/cloth combination Grey/Blue,No,,,0,Vescin_cloth combination Grey_Blue,,No
Cooper Convertible,Cooper C Convertible,34600,Interior,Interior,Vescin/cloth combination  Black/Blue,No,,,0,Vescin_cloth combination  Black_Blue,,Yes
Cooper Convertible,Cooper C Convertible,34600,Interior,Interior,Vescin Beige,No,,,0,Vescin Beige,,No
Cooper Convertible,Cooper C Convertible,34600,Interior,Interior,Vescin Nightshade Blue,No,,,0,Vescin Nightshade Blue,,No
Cooper Convertible,Cooper S Convertible,37900,Trim & Style,Trim & Style,Signature Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716626/Screenshot_2026-01-06_222311_ool4ar.png,0,Signature Trim - Classic Style,,No
Cooper Convertible,Cooper S Convertible,37900,Trim & Style,Trim & Style,Signature Plus Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716626/Screenshot_2026-01-06_222311_ool4ar.png,2400,Signature Plus Trim - Classic Style,,No
Cooper Convertible,Cooper S Convertible,37900,Trim & Style,Trim & Style,Signature Plus Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716658/Screenshot_2026-01-06_222412_zxwni4.png,2400,Signature Plus Trim - Favoured Style,,No
Cooper Convertible,Cooper S Convertible,37900,Trim & Style,Trim & Style,Iconic Trim - Classic Style,No,Classic Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716700/Screenshot_2026-01-06_222454_hcumpg.png,4100,Iconic Trim - Classic Style,,No
Cooper Convertible,Cooper S Convertible,37900,Trim & Style,Trim & Style,Iconic Trim - Favoured Style,No,Favoured Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716740/Screenshot_2026-01-06_222531_gxtne9.png,4100,Iconic Trim - Favoured Style,,No
Cooper Convertible,Cooper S Convertible,37900,Trim & Style,Trim & Style,Iconic Trim - John Cooper Works Style,No,John Cooper Works Style,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716762/Screenshot_2026-01-06_222549_jbqwxj.png,5300,Iconic Trim - John Cooper Works Style,,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Chili Red II,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709921/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_0_chili_red_ii.png,0,Chili Red II,https://assets.autointel.ai/wQz2AXc7/pBdVlqyaBWtgBq6vAekLZw,Yes
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Sunny Side Yellow,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709931/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_1_sunny_side_yellow.png,650,Sunny Side Yellow,https://assets.autointel.ai/wQz2AXc7/OayKymJEnLH781kuuN-MEw,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Ocean Wave Green Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709942/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_2_ocean_wave_green_metallic.png,650,Ocean Wave Green Metallic,https://assets.autointel.ai/wQz2AXc7/keGMrB55g30LlxKAaGAj1w,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Blazing Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709953/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_3_blazing_blue_metallic.png,650,Blazing Blue Metallic,https://assets.autointel.ai/wQz2AXc7/27wIdJiPq7ACbG5f_fV0Kg,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Icy Sunshine Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709964/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_4_icy_sunshine_blue_metallic.png,650,Icy Sunshine Blue Metallic,https://assets.autointel.ai/wQz2AXc7/m6pC37eIjJpj00qvZzCPUw,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Indigo Sunset Blue Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709974/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_5_indigo_sunset_blue_metallic.png,650,Indigo Sunset Blue Metallic,https://assets.autointel.ai/wQz2AXc7/8Bfjso5U0xko2ke6_WervQ,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Nanuq White Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709985/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_6_nanuq_white_metallic.png,650,Nanuq White Metallic,https://assets.autointel.ai/wQz2AXc7/sfVwLdvyoLNE8TJeaT3pLA,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Melting Silver III Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767709995/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_7_melting_silver_iii_metallic.png,650,Melting Silver III Metallic,https://assets.autointel.ai/wQz2AXc7/GY1SOOQ-Z23fnbMQ5tvHrg,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Midnight Black II Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710006/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_8_midnight_black_ii_metallic.png,650,Midnight Black II Metallic,https://assets.autointel.ai/wQz2AXc7/oWA4lROJM9RLsRBRG4HpLA,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,British Racing Green IV Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710016/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_9_british_racing_green_iv_metallic.png,650,British Racing Green IV Metallic,https://assets.autointel.ai/wQz2AXc7/v8UG7ZyfYJbx5XCBhiiKEA,No
Cooper Convertible,Cooper S Convertible,37900,Color,Exterior Color,Copper Grey Metallic,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710027/mini_cooper_cars/cooper_s_convertible/exterior_colors/mini_cooper_cars/cooper_s_convertible/exterior_colors/exterior_colors_10_copper_grey_metallic.png,650,Copper Grey Metallic,https://assets.autointel.ai/wQz2AXc7/MNWIOrtDtKByqCNk0IVqEw,No
Cooper Convertible,Cooper S Convertible,37900,Roof & Mirror,Roof and Mirror Caps,Mirror Caps in Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710038/mini_cooper_cars/cooper_s_convertible/roof_mirror_caps/mini_cooper_cars/cooper_s_convertible/roof_mirror_caps/roof_mirror_caps_0_mirror_caps_in_black.png,0,Mirror Caps in Black,,Yes
Cooper Convertible,Cooper S Convertible,37900,Roof & Mirror,Roof and Mirror Caps,Mirror Caps in White,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710049/mini_cooper_cars/cooper_s_convertible/roof_mirror_caps/mini_cooper_cars/cooper_s_convertible/roof_mirror_caps/roof_mirror_caps_1_mirror_caps_in_white.png,0,Mirror Caps in White,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"17"" John Cooper Works Sprint Spoke Blackwith All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710061/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_0_17__john_cooper_works_sprint_spoke_blackwith_all-season_tires.png,0,17_ John Cooper Works Sprint Spoke Blackwith All-Season Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"17"" Parallel Spoke 2-Tone with All Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710072/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_1_17__parallel_spoke_2-tone_with_all_season_tires.png,0,17_ Parallel Spoke 2-Tone with All Season Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"17"" U-Spoke Grey with All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710085/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_2_17__u-spoke_grey_with_all-season_tires.png,0,17_ U-Spoke Grey with All-Season Tires,,Yes
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"17"" U-Spoke Vibrant Silver with All-Season Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710098/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_3_17__u-spoke_vibrant_silver_with_all-season_tires.png,0,17_ U-Spoke Vibrant Silver with All-Season Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"17"" John Cooper Works Sprint Spoke Blackwith Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710111/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_4_17__john_cooper_works_sprint_spoke_blackwith_summer_runflat_tires.png,0,17_ John Cooper Works Sprint Spoke Blackwith Summer Runflat Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"17"" Parallel Spoke 2-Tone with Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710121/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_5_17__parallel_spoke_2-tone_with_summer_runflat_tires.png,0,17_ Parallel Spoke 2-Tone with Summer Runflat Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"17"" U-Spoke Grey with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710133/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_6_17__u-spoke_grey_with_summer_tires.png,0,17_ U-Spoke Grey with Summer Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"17"" U-Spoke Vibrant Silver with Summer Runflat Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710143/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_7_17__u-spoke_vibrant_silver_with_summer_runflat_tires.png,0,17_ U-Spoke Vibrant Silver with Summer Runflat Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"18"" John Cooper Works Lap Spoke 2-Tone with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710155/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_8_18__john_cooper_works_lap_spoke_2-tone_with_summer_tires.png,0,18_ John Cooper Works Lap Spoke 2-Tone with Summer Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"18"" Night Flash Spoke 2-Tone with SummerTires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710167/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_9_18__night_flash_spoke_2-tone_with_summertires.png,0,18_ Night Flash Spoke 2-Tone with SummerTires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"18"" Slide Spoke 2-Tone with Summer Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710181/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_10_18__slide_spoke_2-tone_with_summer_tires.png,0,18_ Slide Spoke 2-Tone with Summer Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Wheels,Wheels,"18"" John Cooper Works Lap Spoke 2-Tone with Sport Tires",No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710196/mini_cooper_cars/cooper_s_convertible/wheels/mini_cooper_cars/cooper_s_convertible/wheels/wheels_11_18__john_cooper_works_lap_spoke_2-tone_with_sport_tires.png,0,18_ John Cooper Works Lap Spoke 2-Tone with Sport Tires,,No
Cooper Convertible,Cooper S Convertible,37900,Interior,Interior,Vescin/cloth combination Grey/Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710208/mini_cooper_cars/cooper_s_convertible/interior/mini_cooper_cars/cooper_s_convertible/interior/interior_0_vescin_cloth_combination_grey_blue.png,0,Vescin_cloth combination Grey_Blue,,No
Cooper Convertible,Cooper S Convertible,37900,Interior,Interior,Vescin/cloth combination  Black/Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710219/mini_cooper_cars/cooper_s_convertible/interior/mini_cooper_cars/cooper_s_convertible/interior/interior_1_vescin_cloth_combination__black_blue.png,0,Vescin_cloth combination  Black_Blue,,Yes
Cooper Convertible,Cooper S Convertible,37900,Interior,Interior,Vescin Beige,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710231/mini_cooper_cars/cooper_s_convertible/interior/mini_cooper_cars/cooper_s_convertible/interior/interior_2_vescin_beige.png,0,Vescin Beige,,No
Cooper Convertible,Cooper S Convertible,37900,Interior,Interior,Vescin Nightshade Blue,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710242/mini_cooper_cars/cooper_s_convertible/interior/mini_cooper_cars/cooper_s_convertible/interior/interior_3_vescin_nightshade_blue.png,0,Vescin Nightshade Blue,,No
Cooper Convertible,Cooper S Convertible,37900,Interior,Interior,Vescin/Cord combination JCW Black,No,,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767710255/mini_cooper_cars/cooper_s_convertible/interior/mini_cooper_cars/cooper_s_convertible/interior/interior_4_vescin_cord_combination_jcw_black.png,0,Vescin_Cord combination JCW Black,,No
Cooper Convertible,JCW Convertible,44600,Trim & Style,Trim & Style,Signature Trim - none,No,none,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716918/Screenshot_2026-01-06_222708_aksxcb.png,0,Signature Trim - none,,No
Cooper Convertible,JCW Convertible,44600,Trim & Style,Trim & Style,Signature Plus Trim - none,No,none,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716918/Screenshot_2026-01-06_222708_aksxcb.png,2400,Signature Plus Trim - none,,No
Cooper Convertible,JCW Convertible,44600,Trim & Style,Trim & Style,Iconic Trim - none,No,none,https://res.cloudinary.com/dsmkxcczo/image/upload/v1767716918/Screenshot_2026-01-06_222708_aksxcb.png,4400,Iconic Trim - none,,No
